label,x,y,confidence
nose,886.01843,367.5638,0.9424906
left_eye,0.0,0.0,0.3944044
right_eye,882.56445,355.3172,0.9656205
left_ear,0.0,0.0,0.05179095
right_ear,854.1644,345.7314,0.97374797
left_shoulder,815.82385,385.97882,0.96352416
right_shoulder,824.1338,387.69736,0.99646145
left_elbow,849.1478,450.90326,0.79568565
right_elbow,844.0929,465.31046,0.99408
left_wrist,910.328,469.1397,0.8541424
right_wrist,920.20703,489.17322,0.99175924
left_hip,779.60504,508.5044,0.96795803
right_hip,789.50006,511.56128,0.98890454
left_knee,857.10974,578.1665,0.94599557
right_knee,897.44806,562.9527,0.9848299
left_ankle,805.77673,653.7215,0.8531461
right_ankle,820.39343,647.2465,0.9366029
torso_angle,15.621566,,
arm_angle,43.43345,,
