label,x,y,confidence
nose,1030.4562,389.85162,0.9709626
left_eye,0.0,0.0,0.31433725
right_eye,1024.4803,375.13275,0.98556817
left_ear,0.0,0.0,0.03668324
right_ear,988.2191,364.43713,0.99462235
left_shoulder,934.84735,418.0425,0.9916779
right_shoulder,973.7108,414.7294,0.99935395
left_elbow,939.9208,533.9221,0.8813425
right_elbow,1037.3315,533.9574,0.9981706
left_wrist,995.9343,618.0183,0.9010737
right_wrist,1106.1327,621.59595,0.9971726
left_hip,847.77344,576.8158,0.98355466
right_hip,860.30505,595.43506,0.99518085
left_knee,958.561,622.1173,0.9911014
right_knee,918.5626,756.1283,0.99808705
left_ankle,888.0382,763.5705,0.978114
right_ankle,898.021,936.4574,0.9878037
torso_angle,32.111214,,
arm_angle,32.624596,,
