label,x,y,confidence
nose,764.57043,310.6064,0.94451916
left_eye,0.0,0.0,0.3645743
right_eye,759.7191,300.69937,0.95692617
left_ear,0.0,0.0,0.054398388
right_ear,732.1589,299.19385,0.9682758
left_shoulder,706.01624,340.26895,0.9849726
right_shoulder,704.1582,342.88736,0.9972886
left_elbow,745.7185,402.31046,0.9529699
right_elbow,738.29846,414.27728,0.9972965
left_wrist,796.83527,434.1198,0.97565144
right_wrist,799.66516,455.01813,0.9975854
left_hip,657.27856,464.5196,0.9908681
right_hip,660.54065,463.41504,0.9953909
left_knee,717.9614,543.08624,0.9869467
right_knee,775.7291,503.71957,0.99437815
left_ankle,685.739,626.1673,0.9510685
right_ankle,708.2419,586.83167,0.973204
torso_angle,19.894579,,
arm_angle,40.42257,,
