label,x,y,confidence
nose,739.30273,112.60208,0.8717617
left_eye,750.6293,78.41757,0.92332584
right_eye,0.0,0.0,0.17147519
left_ear,848.4729,74.95404,0.9635783
right_ear,0.0,0.0,0.03197367
left_shoulder,960.9556,205.43051,0.9943948
right_shoulder,938.1367,216.87785,0.86680055
left_elbow,824.8431,436.45596,0.9937534
right_elbow,811.2171,444.44092,0.5784382
left_wrist,605.4934,641.66345,0.9887399
right_wrist,602.64233,591.7009,0.6245083
left_hip,1152.4904,630.80597,0.9631155
right_hip,1132.7036,629.1406,0.86987597
left_knee,841.5731,783.1284,0.9010547
right_knee,894.6167,842.14453,0.6816246
left_ankle,0.0,0.0,0.46607488
right_ankle,0.0,0.0,0.27866656
torso_angle,25.264914,,
arm_angle,41.830894,,
