label,x,y,confidence
nose,938.9181,140.8039,0.869729
left_eye,952.67773,110.09152,0.86487854
right_eye,0.0,0.0,0.29677933
left_ear,1028.9072,91.214905,0.93939376
right_ear,0.0,0.0,0.06644937
left_shoulder,1141.16,181.42725,0.9919383
right_shoulder,1027.244,214.91922,0.97681546
left_elbow,1061.9446,350.5163,0.98323613
right_elbow,944.2953,389.81714,0.92840797
left_wrist,944.456,497.2207,0.9701282
right_wrist,848.315,488.4093,0.8956967
left_hip,1273.2753,524.54987,0.9897168
right_hip,1178.4834,512.59607,0.98346037
left_knee,1209.7657,751.95795,0.9695883
right_knee,1009.18604,641.65765,0.9497658
left_ankle,1160.9086,977.469,0.7858936
right_ankle,1160.0251,819.5693,0.787536
torso_angle,26.93356,,
arm_angle,33.194443,,
