label,x,y,confidence
nose,755.2243,319.2594,0.951139
left_eye,0.0,0.0,0.18133342
right_eye,752.47424,302.93842,0.96699363
left_ear,0.0,0.0,0.027314685
right_ear,722.0397,293.13632,0.98528683
left_shoulder,638.6515,342.9578,0.98674506
right_shoulder,683.243,342.77774,0.9983405
left_elbow,664.02594,470.55322,0.93131524
right_elbow,727.3171,472.26938,0.9983925
left_wrist,734.3652,537.6179,0.9716993
right_wrist,822.85205,552.62524,0.9985108
left_hip,496.6896,530.7468,0.99620855
right_hip,531.6736,525.6227,0.9983688
left_knee,629.40247,681.46124,0.9978992
right_knee,715.6911,630.5345,0.9993279
left_ankle,532.93964,820.1065,0.9896685
right_ankle,652.56476,811.4513,0.9950787
torso_angle,39.657047,,
arm_angle,33.635345,,
